Vardas              Pavarde             Galutinis balas     
Vardas18047         Pavarde18047        1.92                
Vardas18048         Pavarde18048        1.68                
Vardas1805          Pavarde1805         2.32                
Vardas18053         Pavarde18053        3.24                
Vardas18055         Pavarde18055        2.04                
Vardas18056         Pavarde18056        4.16                
Vardas18058         Pavarde18058        4.28                
Vardas18059         Pavarde18059        3.64                
Vardas18061         Pavarde18061        4.52                
Vardas18063         Pavarde18063        4.44                
Vardas18064         Pavarde18064        4.96                
Vardas18065         Pavarde18065        4.76                
Vardas18066         Pavarde18066        4.32                
Vardas18068         Pavarde18068        4.2                 
Vardas1807          Pavarde1807         2.52                
Vardas18070         Pavarde18070        4.48                
Vardas18077         Pavarde18077        4.52                
Vardas18079         Pavarde18079        2.64                
Vardas1808          Pavarde1808         3.12                
Vardas18083         Pavarde18083        4.12                
Vardas18085         Pavarde18085        4.64                
Vardas18087         Pavarde18087        4.64                
Vardas1809          Pavarde1809         3.12                
Vardas18091         Pavarde18091        4.32                
Vardas18092         Pavarde18092        3.12                
Vardas18095         Pavarde18095        1.6                 
Vardas181           Pavarde181          2.16                
Vardas1810          Pavarde1810         2.12                
Vardas18102         Pavarde18102        3.24                
Vardas18108         Pavarde18108        3.36                
Vardas1811          Pavarde1811         4.76                
Vardas18110         Pavarde18110        4.24                
Vardas18112         Pavarde18112        2.24                
Vardas18113         Pavarde18113        1.84                
Vardas18114         Pavarde18114        4.08                
Vardas18115         Pavarde18115        4.76                
Vardas18116         Pavarde18116        4.12                
Vardas18119         Pavarde18119        4.76                
Vardas1812          Pavarde1812         3.76                
Vardas18120         Pavarde18120        4.28                
Vardas18122         Pavarde18122        4.24                
Vardas18129         Pavarde18129        4.84                
Vardas18134         Pavarde18134        1.88                
Vardas18135         Pavarde18135        2.92                
Vardas1814          Pavarde1814         2.72                
Vardas18140         Pavarde18140        3.4                 
Vardas18141         Pavarde18141        2.52                
Vardas18143         Pavarde18143        2                   
Vardas18144         Pavarde18144        1.96                
Vardas18147         Pavarde18147        4                   
Vardas18148         Pavarde18148        4.76                
Vardas1815          Pavarde1815         4.28                
Vardas18150         Pavarde18150        3.12                
Vardas18152         Pavarde18152        2.2                 
Vardas18155         Pavarde18155        1.92                
Vardas18156         Pavarde18156        2.12                
Vardas18158         Pavarde18158        4.84                
Vardas18160         Pavarde18160        3.44                
Vardas18161         Pavarde18161        3.64                
Vardas18164         Pavarde18164        1.16                
Vardas18166         Pavarde18166        4.72                
Vardas18169         Pavarde18169        4.96                
Vardas1817          Pavarde1817         4.52                
Vardas18171         Pavarde18171        2.84                
Vardas18172         Pavarde18172        2.24                
Vardas18173         Pavarde18173        3.2                 
Vardas18174         Pavarde18174        4.16                
Vardas18176         Pavarde18176        4.16                
Vardas18178         Pavarde18178        3.32                
Vardas18180         Pavarde18180        4.76                
Vardas18183         Pavarde18183        2.4                 
Vardas18188         Pavarde18188        4.08                
Vardas18189         Pavarde18189        1.92                
Vardas1819          Pavarde1819         3.04                
Vardas18191         Pavarde18191        3.32                
Vardas18193         Pavarde18193        2.96                
Vardas18194         Pavarde18194        1.76                
Vardas18195         Pavarde18195        3.84                
Vardas18196         Pavarde18196        4.36                
Vardas18199         Pavarde18199        3.04                
Vardas1820          Pavarde1820         4.44                
Vardas18200         Pavarde18200        2.6                 
Vardas18202         Pavarde18202        4.36                
Vardas18203         Pavarde18203        4.16                
Vardas18207         Pavarde18207        3.28                
Vardas18210         Pavarde18210        1.92                
Vardas18212         Pavarde18212        3.16                
Vardas18213         Pavarde18213        4.08                
Vardas18214         Pavarde18214        4.36                
Vardas18215         Pavarde18215        4.56                
Vardas18216         Pavarde18216        2.64                
Vardas18218         Pavarde18218        1.72                
Vardas18220         Pavarde18220        3.8                 
Vardas18224         Pavarde18224        3.4                 
Vardas18226         Pavarde18226        1.68                
Vardas18227         Pavarde18227        3.56                
Vardas18229         Pavarde18229        2.28                
Vardas18230         Pavarde18230        3.72                
Vardas18232         Pavarde18232        4.2                 
Vardas18233         Pavarde18233        2.52                
Vardas18236         Pavarde18236        2.8                 
Vardas18238         Pavarde18238        3.76                
Vardas18240         Pavarde18240        2.4                 
Vardas18242         Pavarde18242        2.24                
Vardas18244         Pavarde18244        3.8                 
Vardas18247         Pavarde18247        2.08                
Vardas18248         Pavarde18248        1.84                
Vardas18249         Pavarde18249        3.84                
Vardas1825          Pavarde1825         2.88                
Vardas18250         Pavarde18250        4.56                
Vardas18252         Pavarde18252        3.48                
Vardas18253         Pavarde18253        3.6                 
Vardas18254         Pavarde18254        2.84                
Vardas18258         Pavarde18258        4.4                 
Vardas18259         Pavarde18259        4.24                
Vardas1826          Pavarde1826         4.32                
Vardas18265         Pavarde18265        3.92                
Vardas18266         Pavarde18266        1.8                 
Vardas18267         Pavarde18267        3.72                
Vardas18269         Pavarde18269        1.32                
Vardas1827          Pavarde1827         4.84                
Vardas18271         Pavarde18271        1.68                
Vardas18272         Pavarde18272        4.08                
Vardas18275         Pavarde18275        2.52                
Vardas18277         Pavarde18277        4.12                
Vardas18279         Pavarde18279        4.24                
Vardas1828          Pavarde1828         2.44                
Vardas18280         Pavarde18280        4.4                 
Vardas18281         Pavarde18281        1.28                
Vardas18282         Pavarde18282        2.8                 
Vardas18286         Pavarde18286        3.4                 
Vardas18290         Pavarde18290        4.6                 
Vardas18292         Pavarde18292        2.08                
Vardas18298         Pavarde18298        2.72                
Vardas18301         Pavarde18301        3.48                
Vardas18306         Pavarde18306        4.44                
Vardas18307         Pavarde18307        2.64                
Vardas18313         Pavarde18313        2.16                
Vardas18314         Pavarde18314        2.56                
Vardas18315         Pavarde18315        2.36                
Vardas18318         Pavarde18318        4.76                
Vardas18319         Pavarde18319        3.84                
Vardas1832          Pavarde1832         3.28                
Vardas18320         Pavarde18320        3.24                
Vardas18321         Pavarde18321        4.96                
Vardas18322         Pavarde18322        2.72                
Vardas18326         Pavarde18326        2.4                 
Vardas18329         Pavarde18329        3.52                
Vardas18332         Pavarde18332        4.88                
Vardas18339         Pavarde18339        4.28                
Vardas18340         Pavarde18340        2.16                
Vardas18341         Pavarde18341        4.64                
Vardas18342         Pavarde18342        2.84                
Vardas18345         Pavarde18345        4.88                
Vardas18347         Pavarde18347        3.8                 
Vardas18350         Pavarde18350        4.12                
Vardas18351         Pavarde18351        2.44                
Vardas18352         Pavarde18352        4.04                
Vardas18353         Pavarde18353        3.4                 
Vardas18354         Pavarde18354        3                   
Vardas18357         Pavarde18357        4.4                 
Vardas18360         Pavarde18360        1.68                
Vardas18363         Pavarde18363        2.36                
Vardas18364         Pavarde18364        2.44                
Vardas18365         Pavarde18365        4.16                
Vardas18366         Pavarde18366        4.8                 
Vardas18367         Pavarde18367        2.44                
Vardas18368         Pavarde18368        2                   
Vardas18370         Pavarde18370        1.88                
Vardas18371         Pavarde18371        2.88                
Vardas18373         Pavarde18373        2.8                 
Vardas18374         Pavarde18374        4.08                
Vardas18378         Pavarde18378        3.8                 
Vardas18379         Pavarde18379        4                   
Vardas1838          Pavarde1838         2.92                
Vardas18381         Pavarde18381        2.84                
Vardas18382         Pavarde18382        3.68                
Vardas18383         Pavarde18383        2.36                
Vardas18386         Pavarde18386        3.36                
Vardas18389         Pavarde18389        1.96                
Vardas1839          Pavarde1839         4.88                
Vardas18390         Pavarde18390        1.44                
Vardas18391         Pavarde18391        3.52                
Vardas18393         Pavarde18393        4.72                
Vardas18395         Pavarde18395        4.64                
Vardas18398         Pavarde18398        3.48                
Vardas18399         Pavarde18399        1.56                
Vardas184           Pavarde184          1.92                
Vardas1840          Pavarde1840         4.84                
Vardas18402         Pavarde18402        4.2                 
Vardas18405         Pavarde18405        3.52                
Vardas18406         Pavarde18406        4.32                
Vardas18408         Pavarde18408        4.56                
Vardas1841          Pavarde1841         2.88                
Vardas18410         Pavarde18410        2.12                
Vardas18411         Pavarde18411        1.32                
Vardas18412         Pavarde18412        3.72                
Vardas18413         Pavarde18413        2.36                
Vardas18414         Pavarde18414        2.08                
Vardas18415         Pavarde18415        4.24                
Vardas18417         Pavarde18417        2.4                 
Vardas18420         Pavarde18420        4.2                 
Vardas18428         Pavarde18428        3.8                 
Vardas1843          Pavarde1843         4.36                
Vardas18430         Pavarde18430        2.32                
Vardas18431         Pavarde18431        2.28                
Vardas18435         Pavarde18435        2.92                
Vardas18436         Pavarde18436        3                   
Vardas18437         Pavarde18437        4.04                
Vardas1844          Pavarde1844         2.44                
Vardas18440         Pavarde18440        2.12                
Vardas18442         Pavarde18442        2.44                
Vardas18445         Pavarde18445        3.52                
Vardas18446         Pavarde18446        2.44                
Vardas18447         Pavarde18447        2.64                
Vardas18448         Pavarde18448        4.84                
Vardas18449         Pavarde18449        4.84                
Vardas1845          Pavarde1845         4.84                
Vardas18450         Pavarde18450        2.56                
Vardas18451         Pavarde18451        2.44                
Vardas18456         Pavarde18456        3.88                
Vardas18457         Pavarde18457        4.12                
Vardas18458         Pavarde18458        1.84                
Vardas18459         Pavarde18459        2.52                
Vardas1846          Pavarde1846         3.36                
Vardas18460         Pavarde18460        4.36                
Vardas18464         Pavarde18464        1.88                
Vardas18466         Pavarde18466        3.72                
Vardas18467         Pavarde18467        3.16                
Vardas18468         Pavarde18468        3.4                 
Vardas18477         Pavarde18477        1.76                
Vardas18478         Pavarde18478        4                   
Vardas18479         Pavarde18479        4.2                 
Vardas18480         Pavarde18480        4.68                
Vardas18485         Pavarde18485        4.44                
Vardas18486         Pavarde18486        2.16                
Vardas18488         Pavarde18488        2.84                
Vardas18489         Pavarde18489        4.92                
Vardas1849          Pavarde1849         3.92                
Vardas18490         Pavarde18490        1.8                 
Vardas18491         Pavarde18491        4.48                
Vardas18492         Pavarde18492        3.08                
Vardas18495         Pavarde18495        1.96                
Vardas18497         Pavarde18497        2.4                 
Vardas18498         Pavarde18498        3.64                
Vardas18499         Pavarde18499        2.92                
Vardas1850          Pavarde1850         2.92                
Vardas18500         Pavarde18500        4.96                
Vardas18501         Pavarde18501        0.88                
Vardas18503         Pavarde18503        2.04                
Vardas18504         Pavarde18504        3.96                
Vardas18507         Pavarde18507        2.64                
Vardas18509         Pavarde18509        2.6                 
Vardas18512         Pavarde18512        4.68                
Vardas18513         Pavarde18513        4.64                
Vardas18514         Pavarde18514        4.32                
Vardas18515         Pavarde18515        4.2                 
Vardas18518         Pavarde18518        4.08                
Vardas18519         Pavarde18519        3.2                 
Vardas18520         Pavarde18520        2.56                
Vardas18528         Pavarde18528        3.24                
Vardas1853          Pavarde1853         3.88                
Vardas18534         Pavarde18534        4.56                
Vardas18536         Pavarde18536        2                   
Vardas18537         Pavarde18537        4.68                
Vardas18538         Pavarde18538        2.68                
Vardas18539         Pavarde18539        3.88                
Vardas1854          Pavarde1854         4.64                
Vardas18540         Pavarde18540        2.44                
Vardas18541         Pavarde18541        2.28                
Vardas18544         Pavarde18544        3.24                
Vardas18545         Pavarde18545        4.08                
Vardas18547         Pavarde18547        4.24                
Vardas18548         Pavarde18548        2.52                
Vardas1855          Pavarde1855         2.6                 
Vardas18550         Pavarde18550        2.64                
Vardas18553         Pavarde18553        3.12                
Vardas18554         Pavarde18554        3.88                
Vardas18555         Pavarde18555        3.28                
Vardas18557         Pavarde18557        4.24                
Vardas18558         Pavarde18558        4.28                
Vardas18562         Pavarde18562        4.48                
Vardas18563         Pavarde18563        2.92                
Vardas18564         Pavarde18564        4.48                
Vardas18566         Pavarde18566        1.8                 
Vardas18567         Pavarde18567        3.56                
Vardas18568         Pavarde18568        2.48                
Vardas18570         Pavarde18570        3.92                
Vardas18575         Pavarde18575        2.28                
Vardas18576         Pavarde18576        4.32                
Vardas18577         Pavarde18577        2.76                
Vardas18579         Pavarde18579        1.84                
Vardas18580         Pavarde18580        3.84                
Vardas18581         Pavarde18581        4.84                
Vardas18582         Pavarde18582        4.24                
Vardas18583         Pavarde18583        4.4                 
Vardas18589         Pavarde18589        1.8                 
Vardas1859          Pavarde1859         3.2                 
Vardas18591         Pavarde18591        3.92                
Vardas18593         Pavarde18593        2.16                
Vardas18596         Pavarde18596        4.24                
Vardas18597         Pavarde18597        4.28                
Vardas18598         Pavarde18598        2.76                
Vardas18599         Pavarde18599        4.36                
Vardas18601         Pavarde18601        2.32                
Vardas18602         Pavarde18602        3.16                
Vardas18607         Pavarde18607        1                   
Vardas18608         Pavarde18608        4.92                
Vardas1861          Pavarde1861         2.08                
Vardas18610         Pavarde18610        2.08                
Vardas18613         Pavarde18613        3.2                 
Vardas18614         Pavarde18614        3.12                
Vardas18621         Pavarde18621        2.52                
Vardas18625         Pavarde18625        3.52                
Vardas18628         Pavarde18628        2.36                
Vardas18629         Pavarde18629        3.84                
Vardas18630         Pavarde18630        3.92                
Vardas18634         Pavarde18634        2.56                
Vardas18635         Pavarde18635        2.6                 
Vardas18637         Pavarde18637        3.2                 
Vardas1864          Pavarde1864         2.32                
Vardas18642         Pavarde18642        3.68                
Vardas18643         Pavarde18643        2.2                 
Vardas18644         Pavarde18644        4.84                
Vardas18646         Pavarde18646        4.24                
Vardas18647         Pavarde18647        3.68                
Vardas18648         Pavarde18648        3.72                
Vardas1865          Pavarde1865         2.36                
Vardas18650         Pavarde18650        3.76                
Vardas18652         Pavarde18652        3                   
Vardas18653         Pavarde18653        3.88                
Vardas18654         Pavarde18654        3.12                
Vardas18661         Pavarde18661        2.56                
Vardas18662         Pavarde18662        3.16                
Vardas18665         Pavarde18665        3.88                
Vardas18668         Pavarde18668        4                   
Vardas1867          Pavarde1867         1.72                
Vardas18670         Pavarde18670        3.28                
Vardas18672         Pavarde18672        4.4                 
Vardas18677         Pavarde18677        4.28                
Vardas18678         Pavarde18678        2                   
Vardas1868          Pavarde1868         1.88                
Vardas18680         Pavarde18680        4.72                
Vardas18683         Pavarde18683        3.28                
Vardas18684         Pavarde18684        2.12                
Vardas18685         Pavarde18685        2.96                
Vardas18686         Pavarde18686        2.24                
Vardas18687         Pavarde18687        3.6                 
Vardas18688         Pavarde18688        3.32                
Vardas18689         Pavarde18689        1.88                
Vardas1869          Pavarde1869         4.08                
Vardas18690         Pavarde18690        4.4                 
Vardas18693         Pavarde18693        2.16                
Vardas18694         Pavarde18694        1.36                
Vardas18696         Pavarde18696        4                   
Vardas18697         Pavarde18697        1.64                
Vardas18700         Pavarde18700        2.48                
Vardas18701         Pavarde18701        4.52                
Vardas18704         Pavarde18704        3.84                
Vardas18708         Pavarde18708        1.44                
Vardas18709         Pavarde18709        2.96                
Vardas18710         Pavarde18710        3.12                
Vardas18711         Pavarde18711        3.72                
Vardas18712         Pavarde18712        1.88                
Vardas18714         Pavarde18714        3.16                
Vardas18715         Pavarde18715        4.64                
Vardas18718         Pavarde18718        4.32                
Vardas18721         Pavarde18721        2.04                
Vardas18722         Pavarde18722        4.52                
Vardas18724         Pavarde18724        2.96                
Vardas18725         Pavarde18725        2.56                
Vardas18727         Pavarde18727        1.84                
Vardas18729         Pavarde18729        2.24                
Vardas1873          Pavarde1873         1.44                
Vardas18730         Pavarde18730        2.6                 
Vardas18732         Pavarde18732        4.12                
Vardas18736         Pavarde18736        3.44                
Vardas18737         Pavarde18737        3.56                
Vardas18738         Pavarde18738        4.6                 
Vardas18739         Pavarde18739        4.44                
Vardas1874          Pavarde1874         2.04                
Vardas18741         Pavarde18741        3.36                
Vardas18743         Pavarde18743        4.68                
Vardas18745         Pavarde18745        4.16                
Vardas1875          Pavarde1875         2.84                
Vardas18750         Pavarde18750        2.04                
Vardas18751         Pavarde18751        4.56                
Vardas18752         Pavarde18752        3.2                 
Vardas18753         Pavarde18753        4.68                
Vardas18754         Pavarde18754        2.76                
Vardas18756         Pavarde18756        2.68                
Vardas18757         Pavarde18757        2.08                
Vardas18758         Pavarde18758        2.64                
Vardas18759         Pavarde18759        3.28                
Vardas1876          Pavarde1876         4.96                
Vardas18762         Pavarde18762        4.04                
Vardas18765         Pavarde18765        1.6                 
Vardas18767         Pavarde18767        4.12                
Vardas18768         Pavarde18768        4.04                
Vardas1877          Pavarde1877         3.76                
Vardas18771         Pavarde18771        1.8                 
Vardas18773         Pavarde18773        3.44                
Vardas18774         Pavarde18774        3.76                
Vardas18775         Pavarde18775        3.6                 
Vardas18777         Pavarde18777        3.88                
Vardas1878          Pavarde1878         4.48                
Vardas18781         Pavarde18781        2.16                
Vardas18783         Pavarde18783        2.64                
Vardas18784         Pavarde18784        3.12                
Vardas18787         Pavarde18787        4.08                
Vardas18788         Pavarde18788        3.16                
Vardas1879          Pavarde1879         3.28                
Vardas18791         Pavarde18791        2.8                 
Vardas18792         Pavarde18792        1.88                
Vardas18793         Pavarde18793        3.8                 
Vardas18794         Pavarde18794        4.28                
Vardas18796         Pavarde18796        1.84                
Vardas18797         Pavarde18797        2.76                
Vardas18799         Pavarde18799        3.76                
Vardas18801         Pavarde18801        4.36                
Vardas18804         Pavarde18804        4.36                
Vardas18805         Pavarde18805        2.8                 
Vardas18806         Pavarde18806        2.84                
Vardas1881          Pavarde1881         1.68                
Vardas18812         Pavarde18812        4.08                
Vardas18816         Pavarde18816        4.16                
Vardas18820         Pavarde18820        4.44                
Vardas18821         Pavarde18821        3.24                
Vardas18822         Pavarde18822        1.76                
Vardas18823         Pavarde18823        4.56                
Vardas18827         Pavarde18827        4.76                
Vardas18831         Pavarde18831        1.72                
Vardas18833         Pavarde18833        2.64                
Vardas18834         Pavarde18834        2.84                
Vardas18835         Pavarde18835        3.4                 
Vardas18838         Pavarde18838        4.2                 
Vardas18839         Pavarde18839        1.72                
Vardas18841         Pavarde18841        1.24                
Vardas18844         Pavarde18844        4.6                 
Vardas18845         Pavarde18845        4.6                 
Vardas18846         Pavarde18846        2.36                
Vardas18849         Pavarde18849        1.52                
Vardas1885          Pavarde1885         3.84                
Vardas18851         Pavarde18851        4.24                
Vardas18852         Pavarde18852        3.44                
Vardas18853         Pavarde18853        3                   
Vardas18854         Pavarde18854        3.6                 
Vardas18857         Pavarde18857        4.08                
Vardas18858         Pavarde18858        3                   
Vardas18865         Pavarde18865        2.24                
Vardas18867         Pavarde18867        2.08                
Vardas1887          Pavarde1887         3.8                 
Vardas18870         Pavarde18870        4.28                
Vardas18871         Pavarde18871        2.72                
Vardas18874         Pavarde18874        3.64                
Vardas18876         Pavarde18876        2.92                
Vardas1888          Pavarde1888         2.44                
Vardas18881         Pavarde18881        1.84                
Vardas18884         Pavarde18884        3.6                 
Vardas18885         Pavarde18885        4.12                
Vardas18886         Pavarde18886        4.8                 
Vardas18890         Pavarde18890        4.96                
Vardas18891         Pavarde18891        4.56                
Vardas18892         Pavarde18892        3.92                
Vardas18893         Pavarde18893        3.36                
Vardas18894         Pavarde18894        4                   
Vardas18895         Pavarde18895        3.36                
Vardas18896         Pavarde18896        3.48                
Vardas18898         Pavarde18898        4.48                
Vardas1890          Pavarde1890         4.28                
Vardas18900         Pavarde18900        4.4                 
Vardas18902         Pavarde18902        2.04                
Vardas18904         Pavarde18904        3.04                
Vardas18905         Pavarde18905        4.28                
Vardas18908         Pavarde18908        2.24                
Vardas18909         Pavarde18909        3.68                
Vardas1891          Pavarde1891         3.4                 
Vardas18910         Pavarde18910        3.96                
Vardas18912         Pavarde18912        4.08                
Vardas18915         Pavarde18915        2.8                 
Vardas18916         Pavarde18916        4.44                
Vardas18917         Pavarde18917        2.96                
Vardas18922         Pavarde18922        3.84                
Vardas18923         Pavarde18923        3.92                
Vardas18925         Pavarde18925        3.76                
Vardas18928         Pavarde18928        3.12                
Vardas18929         Pavarde18929        3.2                 
Vardas18934         Pavarde18934        3.28                
Vardas18935         Pavarde18935        4.08                
Vardas18936         Pavarde18936        4.68                
Vardas1894          Pavarde1894         3.72                
Vardas18941         Pavarde18941        4.48                
Vardas18943         Pavarde18943        2.64                
Vardas18944         Pavarde18944        1.56                
Vardas18945         Pavarde18945        4.72                
Vardas18946         Pavarde18946        1.72                
Vardas1895          Pavarde1895         4.64                
Vardas18952         Pavarde18952        4.92                
Vardas18954         Pavarde18954        3.6                 
Vardas18957         Pavarde18957        3.12                
Vardas18958         Pavarde18958        4.96                
Vardas18959         Pavarde18959        2.92                
Vardas1896          Pavarde1896         3.56                
Vardas18960         Pavarde18960        3.68                
Vardas18961         Pavarde18961        3.92                
Vardas18962         Pavarde18962        3.2                 
Vardas18965         Pavarde18965        3.92                
Vardas18966         Pavarde18966        2.36                
Vardas18968         Pavarde18968        2.36                
Vardas1897          Pavarde1897         3.36                
Vardas18973         Pavarde18973        2.4                 
Vardas18974         Pavarde18974        3.48                
Vardas18975         Pavarde18975        3.88                
Vardas18980         Pavarde18980        2.68                
Vardas18981         Pavarde18981        3.16                
Vardas18983         Pavarde18983        1.88                
Vardas18984         Pavarde18984        4.04                
Vardas18985         Pavarde18985        2                   
Vardas18989         Pavarde18989        3.64                
Vardas1899          Pavarde1899         4.2                 
Vardas18991         Pavarde18991        4.72                
Vardas18994         Pavarde18994        4.32                
Vardas18996         Pavarde18996        1.44                
Vardas19            Pavarde19           1.64                
Vardas190           Pavarde190          3.96                
Vardas1900          Pavarde1900         3.28                
Vardas19001         Pavarde19001        3.96                
Vardas19002         Pavarde19002        3.48                
Vardas19005         Pavarde19005        2.84                
Vardas19006         Pavarde19006        2.36                
Vardas19007         Pavarde19007        2.44                
Vardas19008         Pavarde19008        4.68                
Vardas19009         Pavarde19009        4.92                
Vardas1901          Pavarde1901         2.72                
Vardas19010         Pavarde19010        1.84                
Vardas19011         Pavarde19011        3.48                
Vardas19012         Pavarde19012        3.56                
Vardas19013         Pavarde19013        4.56                
Vardas19018         Pavarde19018        2.2                 
Vardas19025         Pavarde19025        4.56                
Vardas19026         Pavarde19026        4.44                
Vardas19027         Pavarde19027        3.92                
Vardas19029         Pavarde19029        4.72                
Vardas19030         Pavarde19030        1.4                 
Vardas19031         Pavarde19031        4.44                
Vardas19034         Pavarde19034        1.2                 
Vardas19035         Pavarde19035        2.72                
Vardas19037         Pavarde19037        2.12                
Vardas19038         Pavarde19038        3.8                 
Vardas19039         Pavarde19039        4.6                 
Vardas1904          Pavarde1904         2.68                
Vardas19040         Pavarde19040        2.04                
Vardas19042         Pavarde19042        4                   
Vardas19044         Pavarde19044        2.76                
Vardas19046         Pavarde19046        1.8                 
Vardas19047         Pavarde19047        3.4                 
Vardas19048         Pavarde19048        4.96                
Vardas1905          Pavarde1905         3.24                
Vardas19051         Pavarde19051        2.68                
Vardas19055         Pavarde19055        4.84                
Vardas19058         Pavarde19058        4.88                
Vardas19064         Pavarde19064        3.08                
Vardas19065         Pavarde19065        3.4                 
Vardas19068         Pavarde19068        4.92                
Vardas19069         Pavarde19069        3.56                
Vardas1907          Pavarde1907         4.52                
Vardas19072         Pavarde19072        4.12                
Vardas19074         Pavarde19074        4.2                 
Vardas19076         Pavarde19076        2.76                
Vardas1908          Pavarde1908         2.28                
Vardas19080         Pavarde19080        4.68                
Vardas19083         Pavarde19083        2.92                
Vardas19086         Pavarde19086        2.8                 
Vardas19088         Pavarde19088        1.68                
Vardas19094         Pavarde19094        2.6                 
Vardas19096         Pavarde19096        2.16                
Vardas191           Pavarde191          3.36                
Vardas19101         Pavarde19101        2                   
Vardas19103         Pavarde19103        2.72                
Vardas19105         Pavarde19105        3.68                
Vardas19106         Pavarde19106        4.8                 
Vardas19107         Pavarde19107        4.2                 
Vardas1911          Pavarde1911         2.76                
Vardas19111         Pavarde19111        4.76                
Vardas19112         Pavarde19112        3.84                
Vardas19113         Pavarde19113        4.44                
Vardas19114         Pavarde19114        3.08                
Vardas19115         Pavarde19115        2.16                
Vardas19116         Pavarde19116        3.28                
Vardas19117         Pavarde19117        2.4                 
Vardas19122         Pavarde19122        0.84                
Vardas19123         Pavarde19123        4.76                
Vardas19124         Pavarde19124        2.52                
Vardas19125         Pavarde19125        4                   
Vardas19126         Pavarde19126        4.4                 
Vardas19127         Pavarde19127        3.4                 
Vardas19129         Pavarde19129        2.96                
Vardas1913          Pavarde1913         2.6                 
Vardas19131         Pavarde19131        2.6                 
Vardas19133         Pavarde19133        2                   
Vardas19138         Pavarde19138        4.48                
Vardas1914          Pavarde1914         3.96                
Vardas19141         Pavarde19141        4.84                
Vardas19142         Pavarde19142        2.56                
Vardas19143         Pavarde19143        2.48                
Vardas19147         Pavarde19147        2.24                
Vardas19149         Pavarde19149        4.08                
Vardas1915          Pavarde1915         2.16                
Vardas19152         Pavarde19152        2.04                
Vardas19153         Pavarde19153        3.56                
Vardas19154         Pavarde19154        1.92                
Vardas19156         Pavarde19156        3.24                
Vardas19159         Pavarde19159        2.8                 
Vardas1916          Pavarde1916         4.48                
Vardas19163         Pavarde19163        3.96                
Vardas19166         Pavarde19166        2.52                
Vardas19168         Pavarde19168        4                   
Vardas19169         Pavarde19169        2.64                
Vardas1917          Pavarde1917         1.4                 
Vardas19170         Pavarde19170        3.04                
Vardas19174         Pavarde19174        2.36                
Vardas19175         Pavarde19175        2.28                
Vardas19176         Pavarde19176        3.92                
Vardas1918          Pavarde1918         1.6                 
Vardas19180         Pavarde19180        2.04                
Vardas19181         Pavarde19181        2.04                
Vardas19182         Pavarde19182        2.92                
Vardas19184         Pavarde19184        2.96                
Vardas19185         Pavarde19185        3.24                
Vardas19190         Pavarde19190        4.16                
Vardas19191         Pavarde19191        2.16                
Vardas19192         Pavarde19192        2.4                 
Vardas19194         Pavarde19194        3.64                
Vardas19195         Pavarde19195        3.08                
Vardas19196         Pavarde19196        1.6                 
Vardas19197         Pavarde19197        4.92                
Vardas19198         Pavarde19198        3.44                
Vardas192           Pavarde192          3.56                
Vardas1920          Pavarde1920         4.56                
Vardas19200         Pavarde19200        2.28                
Vardas19201         Pavarde19201        3.32                
Vardas19203         Pavarde19203        2.36                
Vardas19204         Pavarde19204        2.28                
Vardas19205         Pavarde19205        4.96                
Vardas19206         Pavarde19206        2.88                
Vardas19212         Pavarde19212        4.96                
Vardas19213         Pavarde19213        4.56                
Vardas19214         Pavarde19214        4.08                
Vardas19215         Pavarde19215        3.2                 
Vardas19219         Pavarde19219        4.12                
Vardas1922          Pavarde1922         3.68                
Vardas19221         Pavarde19221        4.6                 
Vardas19229         Pavarde19229        3.76                
Vardas19231         Pavarde19231        2.6                 
Vardas19234         Pavarde19234        3.56                
Vardas19235         Pavarde19235        3.76                
Vardas19236         Pavarde19236        4.72                
Vardas19237         Pavarde19237        1.96                
Vardas19239         Pavarde19239        2.56                
Vardas19240         Pavarde19240        3.56                
Vardas19244         Pavarde19244        1.88                
Vardas19247         Pavarde19247        4.48                
Vardas19248         Pavarde19248        4.36                
Vardas19251         Pavarde19251        2.76                
Vardas19252         Pavarde19252        4.16                
Vardas19253         Pavarde19253        3.12                
Vardas19254         Pavarde19254        2.8                 
Vardas19255         Pavarde19255        4.84                
Vardas19257         Pavarde19257        4.44                
Vardas19258         Pavarde19258        3.48                
Vardas19259         Pavarde19259        3.12                
Vardas19260         Pavarde19260        4.4                 
Vardas19266         Pavarde19266        3.12                
Vardas19269         Pavarde19269        3.64                
Vardas1927          Pavarde1927         4.04                
Vardas19270         Pavarde19270        3.76                
Vardas19271         Pavarde19271        3.48                
Vardas19276         Pavarde19276        3.56                
Vardas19279         Pavarde19279        2.56                
Vardas1928          Pavarde1928         2.96                
Vardas19280         Pavarde19280        2.52                
Vardas19283         Pavarde19283        2.88                
Vardas19286         Pavarde19286        3.04                
Vardas19287         Pavarde19287        4.04                
Vardas19288         Pavarde19288        2.24                
Vardas1929          Pavarde1929         3.4                 
Vardas19290         Pavarde19290        3.6                 
Vardas19291         Pavarde19291        3.84                
Vardas19292         Pavarde19292        2.24                
Vardas19294         Pavarde19294        4.84                
Vardas19295         Pavarde19295        1.8                 
Vardas19296         Pavarde19296        2.6                 
Vardas19299         Pavarde19299        1.96                
Vardas193           Pavarde193          1.8                 
Vardas1930          Pavarde1930         3.52                
